Subset,Variable,Exclude,Avg_mean,Subset_mean,Delta,Avg_count,Subset_count,Avg_stdev,Subset_stdev,Significance
lifestage: Married Without Children,Shop_Total Time Spent at Selling Dealership,,3.084321476,2.936661299,-0.147660177,5313,1863,1.738247108,1.691027378,1.956299665
"DMA: Norfolk et al, VA (544)",A_Miles Driven Per Month on Average,,1092.194065,683.3333333,-408.8607317,2123,9,1085.53613,329.772649,1.955789435
occupation: Technical Specialty - Retired,IS_Car and Driver,,0.112836993,0.037383178,-0.075453816,5601,107,0.316421684,0.190591613,1.955594217
lifestage_2: Younger-Family (Age Oldest Child 1-12),S_OVERALL Environmental Friendliness,,5.601932812,5.273972603,-0.327960209,2173,146,1.208981102,1.183335717,1.955510026
generation: Matures (1945 and Earlier),PSY_I make all large vehicle decisions with my family's best interest in mind,,3.568642161,3.380029806,-0.188612354,5332,671,1.386206196,1.435214061,1.955162798
model: Toyota Camry Hybrid,D_Total # Children In Household,,0.614795009,0.306122449,-0.30867256,5610,49,1.018685474,0.652050664,1.954983362
lifestage_2: Older-Family (Age Oldest Child 13-17),Shop_Brand Household Loyal,,0.531176345,0.45825603,-0.072920315,4667,539,0.499080561,0.498717241,1.954643918
gender: Male,S_Cargo Capacity,,5.574116567,5.431643625,-0.142472942,2179,1302,1.268170083,1.261813137,1.954627284
"DMA: Orlando et al, FL (534)",D_Farming Area,,0.045109424,0.006849315,-0.038260109,6717,146,0.207559576,0.082760589,1.954605916
"DMA: Harrisburg et al, PA (566)",PSY_I would pay significantly more for environmentally friendly vehicle,,2.750092764,2.128205128,-0.621887636,5390,39,1.255041786,1.173826114,1.954365883
education: Post-Graduate Degree,PR_Overall Power and Pickup,,4.197292389,4.110735418,-0.086556971,6057,1183,0.852887279,0.845258328,1.954133717
occupation: Executive/Managerial - Retired,S_Ease of Front Seat Entry,,5.5597254,5.186046512,-0.373678889,2185,129,1.289655915,1.273328818,1.953452006
dispose segment: Luxury Car,PT_Needed an additional vehicle,,0.067084759,0.023696682,-0.043388076,5262,211,0.250192505,0.15246415,1.952989386
"DMA: St. Louis, MO (609)",Shop_Purchase Price (100's),,27159.34451,25179.98333,-1979.361177,4354,60,5403.921078,4655.40358,1.952754671
lifestage: Single Without Children,S_Appearance Of Paint Job,,5.982797646,5.727626459,-0.255171187,2209,257,1.119116319,1.210200545,1.952737095
occupation: Technical Specialty - Retired,PR_Driving Distance on Full Tank/Charge,,4.324550689,4.073394495,-0.251156194,5731,109,0.80728962,0.801692908,1.952686071
occupation: Professional Specialty - Retired,PSY_I prefer vehicles that provide superior acceleration,,3.71792976,3.417322835,-0.300606925,5410,127,1.05036426,1.034645441,1.952477469
model: Ford Fusion Energi,U_Personal uses - Vacation trips,,0.826048171,0.285714286,-0.540333886,1121,7,0.379237244,0.487950036,1.952023439
dispose segment: Luxury Car,S_OVERALL Driving Performance,,5.91559633,5.527777778,-0.387818552,2180,108,1.130833197,1.218688841,1.951970888
state: South Carolina,D_Asian,,0.048553874,0.007407407,-0.041146466,6673,135,0.214949573,0.086066297,1.951645847
lifestage_3: Post-Family - Income $80K or Less,IS_Magazines,,0.050705231,0.031201248,-0.019503983,5601,1282,0.21941469,0.173929087,1.951451488
model: Chevrolet Malibu,D_Education_N,,5.420108776,5.048780488,-0.371328288,6803,246,1.757469426,1.776737016,1.951101702
state: Mississippi,S_Sunroof,,5.641025641,3,-2.641025641,702,5,1.490597474,1.414213562,1.951080459
"occupation: Teacher, Educator - Retired","PSY_When I drive for fun, I mainly prefer to relax and listen to music or talk",,4.089163744,3.82183908,-0.267324663,5417,174,0.97285289,1.079169589,1.950604165
model: Toyota Camry Hybrid,PSY_I want my vehicle to stand out in a crowd,,3.490713224,3,-0.490713224,5384,71,1.174812736,1.264911064,1.949967671
lifestage_3: Older-Family - Income Over $80K,PR_Driver Armrests,,3.899154089,3.684931507,-0.214222582,6029,219,1.002542032,0.965601666,1.949718848
occupation: Professional Specialty,PR_Overall Experience with Selling Dealership,,4.209180098,4.042410714,-0.166769384,5708,448,0.941446695,1.06625502,1.94970949
"occupation: Teacher, Educator - Retired",PSY_I want the most versatility in my interior,,3.678365831,3.408045977,-0.270319854,5385,174,0.997855205,1.091291687,1.949683125
model: Subaru Impreza Sdn,PSY_The brand of vehicle I buy makes a statement about who I am,,3.202919978,2.76344086,-0.439479118,5411,93,1.300163068,1.297136055,1.949637775
dispose segment: Luxury Car,PR_Seating Versatility/Stowaway,,3.764960827,3.569811321,-0.195149506,5999,265,1.035272778,0.963261683,1.948881993
lifestage: Other Without Children,D_Hispanic/Latino,,0.100704331,0.033333333,-0.067370998,6673,120,0.30095937,0.18025814,1.948551261
lifestage: Single Without Children,S_Warranty Coverage,,5.431408776,5.153543307,-0.277865469,2165,254,1.278476776,1.305221819,1.948428746
dispose segment: Smaller Car,D_African American/Black,,0.145212049,0.118674429,-0.02653762,6673,2233,0.352340905,0.323477462,1.948407963
model: Ford Fusion Energi,PSY_I just want the basics on my vehicle - no extras,,2.609139885,2,-0.609139885,5383,41,1.33914774,1.183215957,1.948197509
lifestage_3: Post-Family - Income $80K or Less,S_OVERALL Experience with Selling Dealership,,5.544444444,5.288184438,-0.256260006,2160,347,1.435623872,1.369761757,1.948133778
"DMA: Los Angeles, CA (803)",D_Post-Family (No Children/Age Res 45+),,0.45069658,0.362537764,-0.088158816,5527,331,0.497608253,0.481460745,1.947570696
"DMA: New York, NY (501)","PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,3.972299169,-0.170584414,5403,361,0.93233631,0.979970226,1.947525356
lifestage_3: Older-Family - Income Over $80K,PR_Driving Distance on Full Tank/Charge,,4.324550689,4.141509434,-0.183041255,5731,212,0.80728962,0.813845581,1.947033078
"DMA: Baltimore, MD (512)",PR_Leasing Terms,,3.09066918,2.37704918,-0.71362,5305,61,1.680862701,1.704542308,1.946365709
model: Honda Accord Sdn,D_African American/Black,,0.145212049,0.103293413,-0.041918635,6673,668,0.352340905,0.304569779,1.945087846
model: Chevrolet Malibu,D_Age < 35 / Income $70K or Less / College Degree,,0.078717664,0.03196347,-0.046754194,6301,219,0.269318964,0.176305819,1.944741858
cross shop: Yes,D_Single With Children,,0.099302201,0.076473234,-0.022828966,5589,2223,0.299094098,0.265813587,1.944158901
generation: Generation X (1965 - 1978),IS_Newspapers,,0.036957686,0.020673813,-0.016283873,5601,1306,0.188674776,0.142344375,1.944072189
shop segment: Smaller Car,PR_Sound of Doors/Trunk/Hatch Shutting,,3.419861203,3.307301587,-0.112559616,6052,1575,1.252736729,1.241301637,1.944047171
state: Connecticut,PR_Cupholders,,3.659687604,3.318681319,-0.341006285,6018,91,1.057672194,0.998655995,1.943542757
model: Honda Accord Hybrid Sdn,PR_Discount/Rebate/Incentive,,4.192998045,3.650793651,-0.542204394,5627,63,1.032738545,1.321762388,1.943279323
occupation: Skilled Trade,IS_Edmunds,,0.140689163,0.076233184,-0.064455979,5601,223,0.347731665,0.265967856,1.942852277
lifestage_3: Post-Family - Income Over $80K,S_OVERALL Thoughtful Engineering,,5.649074074,5.364130435,-0.284943639,2160,184,1.198655675,1.151390845,1.942845587
lifestage_3: Pre-Family - Income Over $80K,PR_Overall Experience with Service Department,,4.133859784,3.829411765,-0.30444802,5192,170,1.036788851,1.221244251,1.942476239
lifestage_3: Pre-Family - Income Over $80K,D_Marital Status_N,,1.767867272,1.628318584,-0.139548688,7052,226,0.695121351,0.642144882,1.941880905
"DMA: Baltimore, MD (512)",PR_Appearance of Wheels & Rims,,3.631500743,3.185714286,-0.445786457,6057,70,1.112667963,1.145790748,1.941865255
problem: Not Much Of A Problem,PSY_My vehicle gives me a feeling of adventure,,3.420572917,3.146341463,-0.274231453,5376,164,1.1333494,1.075345015,1.941567472
lifestage_3: Younger-Family - Income Over $80K,S_Side Mirrors,,5.682539683,5.196428571,-0.486111111,2205,56,1.240165995,1.102388199,1.94142478
residence: Farming Area,D_Age < 35 / Income More than $70K / College Degree,,0.056181558,0.021276596,-0.034904963,6301,282,0.230290268,0.144561435,1.941344024
dispose segment: Did Not Dispose,PR_Dealer Location,,3.630715532,3.500982318,-0.129733214,5730,1018,1.151970851,1.20082691,1.941058366
lifestage_3: Post-Family - Income Over $80K,PR_Interior Roominess,,4.161300974,4.063309353,-0.097991622,6057,695,0.808578607,0.760341184,1.940758839
gender: Male,PR_Ease of Front Seat Entry,,4.190656983,4.131225768,-0.059431215,6058,3353,0.857407697,0.868821635,1.94056889
occupation: Executive/Managerial,PSY_I will easily switch brands for price or features,,3.323011311,3.140350877,-0.182660434,5393,570,1.302482386,1.296725584,1.940426043
"DMA: Philadelphia, PA (504)",A_Miles Driven Per Month on Average,,1092.194065,903.4146341,-188.7794309,2123,82,1085.53613,484.6208127,1.940310219
model: Kia Optima,PR_Overall Experience with Selling Dealership,,4.209180098,3.925675676,-0.283504422,5708,148,0.941446695,1.06324632,1.940054557
state: Virginia,"U_Business uses - To/from meetings, job site",,0.096342551,0,-0.096342551,1121,42,0.295192135,0,1.939747508
lifestage_3: Post-Family - Income Over $80K,S_OVERALL Driving Performance,,5.91559633,5.64516129,-0.27043504,2180,186,1.130833197,1.101793734,1.939647062
gender: Male,PR_Overall Experience with Selling Dealership,,4.209180098,4.141471049,-0.06770905,5708,3195,0.941446695,0.971100101,1.938994186
model: Honda Accord Sdn,D_Small Town Or Rural City,,0.340777133,0.281437126,-0.059340007,6717,668,0.474005831,0.45003718,1.938768146
model: Toyota Camry,"PSY_When I drive for fun, I mainly prefer to relax and listen to music or talk",,4.089163744,3.881918819,-0.207244925,5417,271,0.97285289,1.043891229,1.938462702
model: Subaru Impreza Sdn,PR_Overall Exterior Styling,,4.121774856,3.76344086,-0.358333996,6085,93,0.898786971,1.067278635,1.938153001
lifestage_2: Post-Family (No Children/Age Res 45+),Shop_Total Time Spent at Selling Dealership,,3.084321476,2.949122807,-0.135198669,5313,2280,1.738247108,1.673962155,1.93779766
lifestage: Single With Children,Shop_Considered New / Used,,0.912560722,0.823529412,-0.08903131,2882,170,0.28252672,0.382346247,1.937715251
occupation: Armed Services - Retired,A_Miles Driven Per Month on Average,,1092.194065,747.9166667,-344.2773983,2123,24,1085.53613,494.6406615,1.937464593
"DMA: Austin, TX (635)",D_Small Town Or Rural City,,0.340777133,0.152173913,-0.18860322,6717,46,0.474005831,0.363158447,1.936964773
lifestage_2: Post-Family (No Children/Age Res 45+),IS_CarGurus,,0.021246206,0.010763209,-0.010482997,5601,2044,0.144216913,0.103211309,1.93690653
occupation: Technical Specialty,PR_Fuel Economy/Mileage,,4.436541144,4.298666667,-0.137874477,5736,375,0.728412179,0.81521188,1.936316702
model: Mazda6,PR_Advice of Friends/Relatives,,3.152197213,2.747826087,-0.404371126,5598,115,1.369694711,1.336685336,1.935507316
lifestage: Single Without Children,S_OVERALL Interior Versatility,,5.613457077,5.357142857,-0.256314219,2155,252,1.212556127,1.204005835,1.935410233
region: Western Region,D_Post-Family (No Children/Age Res 45+),,0.45069658,0.399286988,-0.051409593,5527,1122,0.497608253,0.48997026,1.935378189
lifestage_3: Younger-Family - Income Over $80K,S_Overall Image of the Vehicle,,5.817258883,5.327272727,-0.489986156,2167,55,1.18774026,1.10645489,1.934323488
education: Post-Graduate Degree,PSY_I prefer a balance of comfort and performance,,4.370878103,4.291782087,-0.079096016,5398,1083,0.741013988,0.747019253,1.934260937
model: Buick Verano,S_Interior Roominess,,5.632278771,5.233766234,-0.398512537,2181,154,1.213662207,1.511577144,1.933485927
lifestage_3: Older-Family - Income Over $80K,PR_Passing Capability,,4.093941909,3.890410959,-0.20353095,6025,219,0.912400632,0.927089416,1.93303973
model: Subaru Impreza Sdn,PR_Overall Exterior Workmanship,,4.179669421,3.817204301,-0.36246512,6050,93,0.891325858,1.08293318,1.932563601
"occupation: Teacher, Educator - Retired","PSY_I prefer vehicles that project a tough, workman-like image",,2.69080417,2.396551724,-0.294252446,5372,174,1.309307139,1.191584002,1.932328277
"DMA: Washington et al, DC-MD (511)",D_Small Town Or Rural City,,0.340777133,0.21969697,-0.121080163,6717,132,0.474005831,0.415618622,1.93225182
shop segment: Smaller Car,PSY_I want my vehicle to stand out in a crowd,,3.490713224,3.38515675,-0.105556475,5384,1563,1.174812736,1.149551947,1.932167462
education: Post-Graduate Degree,PR_Front Seat Roominess,,4.278835016,4.197792869,-0.081042146,6043,1178,0.796504591,0.800867341,1.931819954
problem: Moderate,S_Appearance of Tires,,5.59655485,5.269005848,-0.327549002,2206,171,1.234598325,1.296206526,1.931267477
lifestage_2: Pre-Family (No Children/Age Res <45),S_OVERALL Environmental Friendliness,,5.601932812,5.300546448,-0.301386364,2173,183,1.208981102,1.228037712,1.930883913
lifestage: Married Without Children,PR_Interior Colors,,3.971712159,3.89271598,-0.078996179,6045,1771,0.94786,0.911823168,1.930748853
"occupation: Teacher, Educator - Retired",PSY_I prefer a vehicle that has the capability to outperform others,,3.604375232,3.333333333,-0.271041898,5394,174,1.063158195,1.10350641,1.930503619
shop segment: Smaller Car,PSY_I see my vehicle as an extension of my personality,,3.598333333,3.491373802,-0.106959531,5400,1565,1.177817525,1.171139942,1.930466826
model: Honda Accord Hybrid Sdn,PR_Overall Experience with Service Department,,4.133859784,3.5,-0.633859784,5192,56,1.036788851,1.464737023,1.930423042
model: Buick Regal,PR_Towing Capability,,2.577997022,2.220125786,-0.357871235,5372,159,1.477209679,1.390054178,1.930068841
lifestage_3: Older-Family - Income Over $80K,PR_Rear Visibility,,4.412430362,4.25,-0.162430362,5744,212,0.746219501,0.727750543,1.929955556
model: Subaru Legacy,PR_Haul Cargo in Bed,,2.390275112,1.872727273,-0.517547839,3126,55,1.519985722,1.171490748,1.929354715
"DMA: Pittsburgh, PA (508)","PR_Connectivity (WiFi, Bluetooth, etc.)",,4.07538692,3.543859649,-0.53152727,6009,57,0.991714152,1.240250197,1.928718063
lifestage: Married With Children,PR_Dealer Location,,3.630715532,3.5,-0.130715532,5730,974,1.151970851,1.19415328,1.928042303
occupation: Owner/Proprietor - Retired,IS_Cars.com,,0.098732369,0,-0.098732369,5601,38,0.298328977,0,1.927423327
model: Toyota Camry Hybrid,"PR_Flat Tire Preparedness (spare, run-flat, etc.)",,3.459323254,2.958333333,-0.500989921,5556,72,1.301235794,1.315535557,1.926750609
problem: No Problems,D_Asian,,0.048553874,0.031641791,-0.016912083,6673,1675,0.214949573,0.175096807,1.926478309
dispose segment: Did Not Own,D_Age 35 + / Income More than $70K  / No College Degree,,0.135216632,0.082352941,-0.052863691,6301,340,0.341981952,0.275306842,1.92645698
lifestage_2: Pre-Family (No Children/Age Res <45),S_Freedom From Squeaks And Rattles,,5.618090452,5.267759563,-0.350330889,2189,183,1.28426058,1.440924195,1.926448209
occupation: Technical Specialty - Retired,PR_Magazine/Newspaper/TV Reviews,,3.001439367,2.62,-0.381439367,5558,100,1.367242442,1.178768404,1.925719577
"DMA: Boston et al, MA-NH (506)","PSY_I prefer vehicles that provide the softest, most comfortable ride quality",,4.142883583,3.825,-0.317883583,5403,120,0.93233631,1.082034343,1.925505417
lifestage_3: Older-Family - Income $80K or Less,Shop_Brand Household Loyal,,0.531176345,0.442815249,-0.088361095,4667,341,0.499080561,0.497449073,1.924717284
lifestage: Single Without Children,S_Fuel Economy/Mileage,,5.504139834,5.223529412,-0.280610423,2174,255,1.333739098,1.334371219,1.924512308
model: Mazda6,D_Younger-Family - Income $80K or Less,,0.143575851,0.053191489,-0.090384362,5168,94,0.350693062,0.225618446,1.924463614
"DMA: Los Angeles, CA (803)",D_Post-Family - Income $80K or Less,,0.294311146,0.215434084,-0.078877062,5168,311,0.45577658,0.411785712,1.924347994
model: Nissan Altima Sdn,PR1_Technical innovations,,0.009018918,0.002370792,-0.006648126,4546,2109,0.094549158,0.04864456,1.923320463
marital status: Partnered,D_Post-Family (No Children/Age Res 45+),,0.45069658,0.347826087,-0.102870493,5527,230,0.497608253,0.477319266,1.923222009
occupation: Skilled Trade - Retired,IS_AutoTrader.com,,0.047670059,0,-0.047670059,5601,83,0.213086206,0,1.922838878
lifestage_3: Post-Family - Income Over $80K,S_Cup Holders,,5.45626151,5.167567568,-0.288693943,2172,185,1.314070971,1.174468903,1.922480919
"occupation: Police, Postal, Fire - Retired",PSY_I see my vehicle as an extension of my personality,,3.598333333,3.120689655,-0.477643678,5400,58,1.177817525,1.125113424,1.922369757
"DMA: Columbus, OH (535)",IS_Friends & Family,,0.265845385,0.068965517,-0.196879868,5601,29,0.441821761,0.257880715,1.922070753
ethnicity: Other,OA_How Likely to Recommend Purchase Dealership,,8.619745699,7.62244898,-0.99729672,6685,98,2.27143008,3.081421904,1.921623898
model: Subaru Legacy,PSY_I chose my vehicle to reward myself for my hard work,,3.351536468,3.076576577,-0.274959891,5402,222,1.264313147,1.265086691,1.921494157
